row_id,project_mode,app_type,monthly_users,expected_concurrent_users,requests_per_user_min,estimated_rps,peak_rps,budget_usd,storage_gb,performance_score,performance_available,cdn_present,database_intensity,api_intensity,realtime_required,realtime_connections,background_jobs,media_heavy,growth_rate,operational_skill,availability_level,high_availability,traffic_pattern,multi_region_required,autoscaling_required,managed_database_preferred,recommended_vcpu,recommended_ram_gb
WH-02531,PLANNED,MARKETPLACE,188210,4730,13.68,1078.44,1941.19,575.31,250.6,,0,0,HIGH,HIGH,0,0,1,0,RAPID,ADVANCED,99.5,0,WEEKEND,0,1,1,32,64
WH-02532,PLANNED,SAAS,1363630,2136,19.0,676.4,1264.87,54.8,80.6,,0,1,HIGH,HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,EVENING,0,0,1,32,64
WH-02533,LIVE_URL,SAAS,1088677,6748,22.98,2584.48,3669.97,431.0,23.9,69.6,1,1,MEDIUM,MEDIUM,0,0,1,0,RAPID,ADVANCED,99.5,0,BUSINESS_HOURS,0,1,0,32,64
WH-02534,NEW_IDEA,BLOG,23303,13,3.02,0.65,2.38,61.78,15.7,,0,0,LOW,LOW,0,0,1,0,RAPID,BEGINNER,99.9,0,EVENT_DRIVEN,0,0,1,2,4
WH-02535,PLANNED,CORPORATE,8623,22,2.39,0.88,1.31,16.88,27.6,,0,1,LOW,LOW,0,0,0,0,STABLE,BEGINNER,99.5,0,BUSINESS_HOURS,0,0,1,1,4
WH-02536,LIVE_URL,API_SERVICE,41061,385,10.0,64.17,221.38,15.99,96.7,78.3,1,1,MEDIUM,VERY_HIGH,1,201,1,0,MEDIUM,BEGINNER,99.9,0,SEASONAL,0,0,0,16,32
WH-02537,LIVE_URL,SAAS,630470,4182,17.7,1233.69,2257.65,233.58,481.8,35.0,1,0,HIGH,HIGH,1,1574,1,1,MEDIUM,BEGINNER,99.95,1,BUSINESS_HOURS,0,1,0,32,64
WH-02538,NEW_IDEA,ECOMMERCE,33128,241,10.54,42.34,81.28,50.59,167.8,,0,0,HIGH,HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,1,4,8
WH-02539,LIVE_URL,COMMUNITY,60333,101,9.5,15.99,27.99,16.56,103.3,64.5,1,0,MEDIUM,MEDIUM,0,0,1,0,MEDIUM,BEGINNER,99.95,1,EVENING,0,0,1,2,8
WH-02540,LIVE_URL,API_SERVICE,976395,4201,15.5,1085.26,2582.91,443.8,38.9,62.5,1,0,HIGH,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,SEASONAL,1,0,0,32,64
WH-02541,NEW_IDEA,SAAS,692324,4790,7.79,621.9,2064.71,234.02,39.2,,0,0,HIGH,HIGH,0,0,1,0,STABLE,ADVANCED,99.95,1,EVENT_DRIVEN,0,0,0,32,64
WH-02542,LIVE_URL,MEDIA_STREAMING,100027,183,4.69,14.3,19.17,34.75,139.5,80.5,1,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,1,4
WH-02543,LIVE_URL,API_SERVICE,992097,5821,18.95,1838.47,2408.39,220.31,251.9,90.9,1,1,HIGH,VERY_HIGH,0,0,1,0,SLOW,BEGINNER,99.5,0,BUSINESS_HOURS,1,1,1,32,64
WH-02544,PLANNED,API_SERVICE,50472,1219,16.42,333.6,627.17,63.95,20.8,,0,0,MEDIUM,VERY_HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.9,0,EVENING,0,0,0,32,64
WH-02545,LIVE_URL,ECOMMERCE,158338,303,7.92,40.0,49.6,22.12,67.7,62.7,1,0,HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.95,1,NORMAL,0,0,0,4,8
WH-02546,NEW_IDEA,API_SERVICE,21329,267,17.79,79.17,135.37,22.01,30.0,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,0,0,8,16
WH-02547,LIVE_URL,SAAS,12853,53,7.39,6.53,14.43,41.54,206.3,62.5,1,1,HIGH,HIGH,0,0,1,1,SLOW,INTERMEDIATE,99.5,0,SEASONAL,0,0,1,2,8
WH-02548,NEW_IDEA,PORTFOLIO,27876,6,1.82,0.18,0.24,10.15,25.2,,0,0,LOW,LOW,0,0,0,0,STABLE,INTERMEDIATE,BASIC,0,NORMAL,0,0,1,2,4
WH-02549,LIVE_URL,ECOMMERCE,10339,55,7.9,7.24,19.7,58.18,272.7,79.6,1,0,HIGH,VERY_HIGH,0,0,0,1,SLOW,BEGINNER,99.9,0,SEASONAL,0,1,1,2,8
WH-02550,NEW_IDEA,ECOMMERCE,428393,1079,16.69,300.14,447.21,57.61,120.0,,0,0,HIGH,HIGH,0,0,0,1,SLOW,ADVANCED,99.9,0,WEEKEND,0,1,1,32,64
WH-02551,LIVE_URL,BLOG,53164,29,4.16,2.01,2.55,15.45,52.6,84.9,1,0,LOW,LOW,0,0,0,0,SLOW,BEGINNER,99.5,0,NORMAL,0,0,0,1,4
WH-02552,LIVE_URL,ECOMMERCE,54407,37,13.29,8.2,18.19,28.37,51.1,89.0,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.99,1,SEASONAL,0,0,1,2,8
WH-02553,PLANNED,CORPORATE,31146,6,1.66,0.17,0.22,18.33,21.3,,0,1,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.9,0,WEEKEND,0,0,1,2,4
WH-02554,PLANNED,SAAS,63271,406,19.43,131.48,219.57,139.71,154.0,,0,0,HIGH,MEDIUM,0,0,1,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,0,16,32
WH-02555,PLANNED,NEWS,1744973,56,3.7,3.45,10.01,70.04,335.7,,0,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,ADVANCED,99.95,1,SEASONAL,0,0,0,2,8
WH-02556,LIVE_URL,SAAS,50128,482,5.55,44.59,53.5,196.55,70.1,68.9,1,0,HIGH,VERY_HIGH,0,0,1,0,MEDIUM,BEGINNER,99.5,0,NORMAL,0,0,1,4,16
WH-02557,PLANNED,API_SERVICE,518678,3167,18.48,975.44,2779.99,144.95,11.8,,0,1,LOW,VERY_HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,EVENT_DRIVEN,1,1,0,32,32
WH-02558,PLANNED,COMMUNITY,530054,1334,7.75,172.31,373.91,130.02,54.3,,0,0,LOW,HIGH,0,0,0,0,STABLE,BEGINNER,99.95,1,SEASONAL,0,0,0,16,16
WH-02559,NEW_IDEA,SAAS,22544,300,16.68,83.4,120.1,105.26,88.9,,0,0,HIGH,HIGH,1,165,0,0,RAPID,BEGINNER,99.9,0,EVENING,0,0,1,8,16
WH-02560,NEW_IDEA,ECOMMERCE,658576,1351,7.71,173.6,677.05,58.85,20.3,,0,0,HIGH,HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,1,32,64
WH-02561,LIVE_URL,API_SERVICE,655755,3010,30.57,1533.6,4186.71,402.08,10.0,78.9,1,1,LOW,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.95,1,SEASONAL,0,0,1,32,32
WH-02562,LIVE_URL,BLOG,55880,21,2.67,0.93,1.23,10.28,35.5,64.0,1,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,NORMAL,0,0,1,1,4
WH-02563,PLANNED,SAAS,1452522,5287,7.21,635.32,1156.28,128.21,269.8,,0,0,HIGH,HIGH,0,0,0,0,MEDIUM,ADVANCED,99.5,0,SEASONAL,0,1,0,32,64
WH-02564,LIVE_URL,CORPORATE,36122,15,3.84,0.96,1.78,30.97,46.7,60.8,1,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,1,1,4
WH-02565,NEW_IDEA,BLOG,5313,77,2.75,3.53,5.12,13.69,172.5,,0,0,LOW,LOW,0,0,0,1,MEDIUM,BEGINNER,BASIC,0,WEEKEND,0,0,1,1,4
WH-02566,PLANNED,SAAS,692837,1625,7.41,200.69,371.27,121.79,98.4,,0,1,MEDIUM,HIGH,1,485,1,1,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,1,0,32,64
WH-02567,PLANNED,BLOG,2534,5,4.52,0.38,0.47,26.12,21.4,,0,0,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,NORMAL,0,0,0,2,4
WH-02568,PLANNED,PORTFOLIO,3178,12,2.23,0.45,0.83,15.52,49.3,,0,0,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,1,4
WH-02569,PLANNED,EDUCATION,155203,966,7.35,118.33,190.52,115.63,130.0,,0,1,MEDIUM,LOW,1,631,0,1,STABLE,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,8,16
WH-02570,PLANNED,SAAS,234887,3828,15.76,1005.49,1387.57,432.01,34.4,,0,1,MEDIUM,MEDIUM,0,0,0,0,SLOW,ADVANCED,99.95,1,NORMAL,0,0,0,32,64
WH-02571,LIVE_URL,SAAS,838829,112,21.63,40.38,104.57,45.58,149.0,70.1,1,0,HIGH,HIGH,1,82,0,0,SLOW,BEGINNER,99.9,0,SEASONAL,0,0,1,8,16
WH-02572,NEW_IDEA,PORTFOLIO,11649,9,2.89,0.43,0.52,22.38,16.8,,0,0,LOW,LOW,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,NORMAL,0,0,0,2,4
WH-02573,LIVE_URL,CORPORATE,2003,10,4.83,0.8,1.24,8.81,14.9,,0,0,LOW,LOW,0,0,0,0,STABLE,ADVANCED,99.9,0,EVENING,0,0,0,1,4
WH-02574,LIVE_URL,ECOMMERCE,17121,144,5.92,14.21,21.74,16.6,73.8,59.3,1,1,VERY_HIGH,MEDIUM,0,0,1,0,STABLE,ADVANCED,BASIC,0,NORMAL,0,0,0,1,16
WH-02575,LIVE_URL,CORPORATE,2710,77,2.46,3.16,5.4,32.9,29.5,83.7,1,0,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,1,4
WH-02576,NEW_IDEA,ECOMMERCE,365729,1410,12.51,293.98,426.28,73.43,125.0,,0,1,HIGH,HIGH,0,0,0,0,STABLE,INTERMEDIATE,BASIC,0,NORMAL,0,0,1,32,64
WH-02577,NEW_IDEA,MARKETPLACE,627275,1748,17.94,522.65,1844.96,154.77,49.4,,0,0,MEDIUM,MEDIUM,1,1285,1,0,MEDIUM,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,1,1,32,64
WH-02578,LIVE_URL,EDUCATION,14338,44,10.58,7.76,9.31,12.43,132.1,79.2,1,1,MEDIUM,LOW,0,0,0,1,SLOW,BEGINNER,99.95,1,NORMAL,0,0,0,2,8
WH-02579,PLANNED,ECOMMERCE,16604,147,8.56,20.97,38.59,50.85,57.4,,0,0,HIGH,VERY_HIGH,0,0,0,0,RAPID,BEGINNER,99.95,1,WEEKEND,0,0,1,4,8
WH-02580,LIVE_URL,BLOG,3693,6,2.69,0.27,0.45,8.0,28.1,79.8,1,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,WEEKEND,0,0,1,2,4
WH-02581,LIVE_URL,SAAS,1355093,4671,18.66,1452.68,2193.55,190.94,124.2,40.1,1,1,HIGH,MEDIUM,1,2941,1,1,SLOW,INTERMEDIATE,BASIC,0,EVENING,0,1,0,32,64
WH-02582,NEW_IDEA,EDUCATION,182211,31,10.62,5.49,9.16,11.29,95.9,,0,1,MEDIUM,MEDIUM,0,0,1,0,STABLE,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,2,8
WH-02583,NEW_IDEA,BLOG,4624,20,2.7,0.9,1.24,8.0,22.0,,0,1,LOW,LOW,0,0,0,0,STABLE,INTERMEDIATE,BASIC,0,BUSINESS_HOURS,0,1,0,2,4
WH-02584,LIVE_URL,COMMUNITY,124987,1916,7.32,233.75,345.95,57.63,68.2,96.1,1,0,MEDIUM,MEDIUM,0,0,0,0,RAPID,BEGINNER,99.95,1,WEEKEND,0,0,0,16,32
WH-02585,PLANNED,BLOG,9482,10,4.25,0.71,1.12,11.04,11.1,,0,1,LOW,LOW,0,0,0,0,STABLE,BEGINNER,99.9,0,EVENING,0,0,1,1,4
WH-02586,LIVE_URL,SAAS,59477,33,5.27,2.9,4.9,12.88,38.2,64.7,1,1,HIGH,HIGH,1,8,1,0,MEDIUM,BEGINNER,99.5,0,WEEKEND,0,1,1,2,8
WH-02587,PLANNED,ECOMMERCE,202674,75,16.93,21.16,46.35,8.0,118.1,,0,1,HIGH,HIGH,1,64,1,0,MEDIUM,INTERMEDIATE,99.9,0,WEEKEND,0,0,1,2,8
WH-02588,NEW_IDEA,NEWS,960495,1181,2.61,51.37,78.09,127.91,12.3,,0,1,MEDIUM,MEDIUM,0,0,0,0,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,0,2,8
WH-02589,PLANNED,ECOMMERCE,95530,459,6.65,50.87,123.62,151.14,21.1,,0,0,MEDIUM,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,8,16
WH-02590,LIVE_URL,MARKETPLACE,97838,103,9.3,15.97,43.27,49.45,162.9,76.1,1,0,MEDIUM,VERY_HIGH,1,87,0,1,SLOW,ADVANCED,99.9,0,EVENT_DRIVEN,0,0,0,4,8
WH-02591,NEW_IDEA,CORPORATE,63338,5,2.28,0.19,0.33,28.39,10.4,,0,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.95,1,SEASONAL,0,0,1,2,4
WH-02592,LIVE_URL,SAAS,176941,3550,21.76,1287.47,2381.81,242.39,24.5,87.6,1,1,HIGH,HIGH,0,0,1,0,STABLE,BEGINNER,BASIC,0,EVENING,1,0,1,32,64
WH-02593,LIVE_URL,SAAS,38381,105,21.19,37.08,57.11,149.63,81.8,65.4,1,0,HIGH,VERY_HIGH,0,0,0,0,SLOW,BEGINNER,99.99,1,NORMAL,0,0,1,4,8
WH-02594,NEW_IDEA,API_SERVICE,56170,536,8.35,74.59,108.91,46.98,21.2,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,STABLE,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,8,16
WH-02595,LIVE_URL,API_SERVICE,11433,213,17.97,63.79,76.55,12.73,18.9,70.4,1,1,MEDIUM,VERY_HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.95,1,NORMAL,0,0,1,8,16
WH-02596,LIVE_URL,CORPORATE,5603,37,3.61,2.23,3.67,41.03,64.7,99.0,1,1,LOW,LOW,0,0,1,0,STABLE,BEGINNER,99.99,1,EVENING,1,0,1,2,4
WH-02597,LIVE_URL,CORPORATE,5138,34,3.61,2.05,3.25,23.02,30.6,70.9,1,1,LOW,LOW,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,1,4
WH-02598,PLANNED,SAAS,14637,75,19.72,24.65,79.87,15.12,167.0,,0,1,HIGH,MEDIUM,0,0,1,0,MEDIUM,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,4,8
WH-02599,PLANNED,EDUCATION,18672,35,11.22,6.55,12.11,11.14,31.4,,0,0,HIGH,MEDIUM,0,0,1,0,RAPID,INTERMEDIATE,99.5,0,SEASONAL,0,0,1,1,8
WH-02600,LIVE_URL,NEWS,404414,315,8.0,42.0,58.8,34.78,75.7,79.2,1,1,MEDIUM,LOW,0,0,0,0,MEDIUM,ADVANCED,BASIC,0,NORMAL,0,0,0,2,8
WH-02601,LIVE_URL,SAAS,25858,91,17.05,25.86,46.55,23.52,102.1,31.8,1,1,VERY_HIGH,HIGH,0,0,0,0,RAPID,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,4,16
WH-02602,PLANNED,SAAS,67099,85,10.1,14.31,36.34,27.79,91.6,,0,0,HIGH,HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,SEASONAL,0,0,1,2,8
WH-02603,LIVE_URL,ECOMMERCE,489464,1289,13.9,298.62,576.33,139.77,233.6,58.3,1,1,VERY_HIGH,HIGH,0,0,1,1,RAPID,BEGINNER,99.9,0,EVENING,0,0,0,32,64
WH-02604,PLANNED,ECOMMERCE,745916,1301,14.53,315.06,368.62,55.74,33.5,,0,0,HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.95,1,NORMAL,1,0,1,32,64
WH-02605,PLANNED,ECOMMERCE,378598,175,8.0,23.33,34.77,83.13,195.4,,0,1,HIGH,HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,NORMAL,0,1,1,2,8
WH-02606,NEW_IDEA,CORPORATE,9597,55,2.78,2.55,3.11,8.51,24.3,,0,0,LOW,MEDIUM,0,0,0,1,MEDIUM,ADVANCED,99.9,0,NORMAL,0,0,1,1,4
WH-02607,LIVE_URL,ECOMMERCE,34912,157,6.36,16.64,35.45,47.61,307.6,67.4,1,1,HIGH,HIGH,0,0,1,1,MEDIUM,ADVANCED,99.95,1,SEASONAL,0,0,0,2,8
WH-02608,PLANNED,ECOMMERCE,565237,1204,7.17,143.88,220.13,197.03,1829.8,,0,0,VERY_HIGH,VERY_HIGH,0,0,0,1,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,16,32
WH-02609,PLANNED,MARKETPLACE,727313,5816,14.36,1391.96,1865.23,237.51,526.1,,0,1,VERY_HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,0,1,32,64
WH-02610,LIVE_URL,MARKETPLACE,1021535,4717,7.49,588.84,1601.64,120.93,269.4,56.5,1,0,HIGH,VERY_HIGH,0,0,0,0,STABLE,ADVANCED,99.5,0,SEASONAL,0,1,1,32,64
WH-02611,LIVE_URL,NEWS,94599,174,6.09,17.66,25.61,21.03,121.0,,0,1,MEDIUM,MEDIUM,0,0,0,0,SLOW,BEGINNER,99.99,1,NORMAL,0,0,1,2,8
WH-02612,LIVE_URL,API_SERVICE,7170,25,27.29,11.37,15.92,34.79,106.4,89.2,1,0,MEDIUM,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,1,4
WH-02613,PLANNED,NEWS,1102744,7483,8.82,1100.0,3256.0,298.87,92.0,,0,1,LOW,MEDIUM,0,0,0,1,MEDIUM,BEGINNER,BASIC,0,SEASONAL,0,0,0,32,32
WH-02614,LIVE_URL,MARKETPLACE,200575,2349,17.4,681.21,2683.97,945.92,196.6,68.7,1,0,VERY_HIGH,HIGH,1,481,1,0,MEDIUM,INTERMEDIATE,99.99,1,EVENT_DRIVEN,1,1,0,32,64
WH-02615,LIVE_URL,EDUCATION,58976,884,5.98,88.11,341.85,34.88,120.6,86.1,1,0,MEDIUM,MEDIUM,0,0,0,1,SLOW,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,16,32
WH-02616,PLANNED,PORTFOLIO,5005,4,3.67,0.24,0.72,8.0,14.7,,0,1,LOW,LOW,0,0,1,0,SLOW,ADVANCED,99.5,0,EVENT_DRIVEN,0,0,1,2,4
WH-02617,PLANNED,SAAS,28004,50,21.88,18.23,29.17,32.75,76.3,,0,0,VERY_HIGH,MEDIUM,0,0,1,0,MEDIUM,ADVANCED,99.95,1,WEEKEND,0,0,1,2,16
WH-02618,PLANNED,ECOMMERCE,323823,3433,16.82,962.38,2559.94,1001.19,59.4,,0,0,HIGH,HIGH,0,0,1,0,RAPID,BEGINNER,99.9,0,EVENT_DRIVEN,0,1,1,32,64
WH-02619,LIVE_URL,API_SERVICE,32628,303,31.72,160.19,259.5,58.36,18.3,73.3,1,0,MEDIUM,VERY_HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,16,32
WH-02620,LIVE_URL,CORPORATE,39628,37,2.95,1.82,2.66,22.56,10.8,66.7,1,1,LOW,LOW,0,0,1,0,SLOW,INTERMEDIATE,BASIC,0,NORMAL,0,0,0,1,4
WH-02621,LIVE_URL,ECOMMERCE,15638,70,11.08,12.93,17.32,12.92,175.9,78.9,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,1,2,8
WH-02622,NEW_IDEA,INTERNAL_BUSINESS,1408,4,5.61,0.37,0.72,10.06,62.1,,0,1,LOW,MEDIUM,0,0,1,0,MEDIUM,ADVANCED,99.5,0,BUSINESS_HOURS,0,0,0,2,4
WH-02623,NEW_IDEA,API_SERVICE,310721,1719,12.57,360.13,1472.93,203.94,80.4,,0,1,MEDIUM,VERY_HIGH,1,1371,0,0,SLOW,ADVANCED,99.95,1,EVENT_DRIVEN,0,1,0,32,64
WH-02624,NEW_IDEA,SAAS,1452427,3023,7.53,379.39,485.61,83.33,109.1,,0,0,HIGH,MEDIUM,0,0,1,0,SLOW,ADVANCED,99.95,1,WEEKEND,1,0,1,32,64
WH-02625,NEW_IDEA,CORPORATE,55787,13,2.18,0.47,0.71,27.24,10.3,,0,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,1,2,4
WH-02626,LIVE_URL,BLOG,4637,21,2.36,0.83,1.58,34.97,51.1,83.2,1,0,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,EVENING,0,0,0,1,4
WH-02627,NEW_IDEA,SAAS,943547,6371,16.89,1793.44,4537.39,2322.42,229.1,,0,0,VERY_HIGH,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.99,1,EVENT_DRIVEN,0,0,1,32,64
WH-02628,NEW_IDEA,BLOG,5992,60,4.96,4.96,9.08,13.81,10.0,,0,1,LOW,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.5,0,BUSINESS_HOURS,0,0,0,2,4
WH-02629,PLANNED,EDUCATION,108878,353,8.72,51.3,110.3,27.88,61.8,,0,0,MEDIUM,MEDIUM,0,0,0,0,RAPID,INTERMEDIATE,99.99,1,WEEKEND,0,0,0,4,8
WH-02630,LIVE_URL,SAAS,932556,7204,12.37,1485.22,1811.97,701.6,593.2,,0,1,VERY_HIGH,MEDIUM,0,0,1,1,SLOW,INTERMEDIATE,99.95,1,NORMAL,1,0,0,32,64
WH-02631,NEW_IDEA,NEWS,1562742,145,7.68,18.56,28.58,52.72,16.9,,0,1,MEDIUM,MEDIUM,0,0,0,0,RAPID,BEGINNER,99.99,1,NORMAL,1,0,1,4,8
WH-02632,PLANNED,API_SERVICE,195871,2208,22.05,811.44,1119.79,211.28,32.6,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,1,0,32,64
WH-02633,PLANNED,API_SERVICE,1041630,71,32.57,38.54,72.84,31.41,45.8,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,0,8,16
WH-02634,LIVE_URL,SAAS,168509,228,7.31,27.78,74.45,40.65,80.2,55.4,1,0,HIGH,HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.5,0,SEASONAL,0,0,0,4,8
WH-02635,NEW_IDEA,SAAS,9544,145,15.96,38.57,73.28,20.9,71.8,,0,1,HIGH,HIGH,1,79,1,0,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,4,8
WH-02636,PLANNED,SAAS,12080,87,13.15,19.07,27.46,16.23,20.5,,0,1,MEDIUM,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,1,1,2,8
WH-02637,PLANNED,SAAS,146574,1552,20.69,535.18,1723.28,153.48,60.0,,0,0,HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,1,1,32,64
WH-02638,LIVE_URL,EDUCATION,18666,294,11.26,55.17,136.28,10.15,39.8,72.5,1,0,MEDIUM,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,0,0,4,8
WH-02639,LIVE_URL,API_SERVICE,539688,4421,18.46,1360.19,2013.09,492.15,69.3,77.3,1,0,MEDIUM,VERY_HIGH,1,1791,1,0,SLOW,ADVANCED,99.95,1,NORMAL,0,0,0,32,64
WH-02640,PLANNED,PORTFOLIO,10085,15,1.93,0.48,1.8,84.96,293.8,,0,0,LOW,LOW,0,0,0,1,SLOW,BEGINNER,99.99,1,EVENT_DRIVEN,0,0,1,2,4
WH-02641,PLANNED,SAAS,438259,7469,5.6,697.11,989.89,449.36,309.6,,0,1,HIGH,HIGH,0,0,1,1,RAPID,ADVANCED,99.9,0,NORMAL,0,1,1,32,64
WH-02642,PLANNED,CORPORATE,74833,20,5.35,1.78,3.42,34.02,175.6,,0,0,LOW,LOW,0,0,1,1,MEDIUM,INTERMEDIATE,99.5,0,WEEKEND,0,0,1,1,4
WH-02643,PLANNED,API_SERVICE,26091,39,11.55,7.51,11.41,39.8,15.4,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,STABLE,ADVANCED,99.9,0,NORMAL,0,0,1,2,4
WH-02644,PLANNED,PORTFOLIO,2676,2,3.03,0.1,0.38,15.17,15.6,,0,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,1,4
WH-02645,LIVE_URL,MARKETPLACE,590165,3551,15.1,893.67,1778.4,604.53,155.0,60.4,1,0,VERY_HIGH,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,1,0,0,32,64
WH-02646,PLANNED,CORPORATE,3693,40,5.96,3.97,5.21,20.11,14.5,,0,0,LOW,LOW,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,2,4
WH-02647,LIVE_URL,ECOMMERCE,217989,2012,15.52,520.44,1014.85,123.2,20.8,66.2,1,0,MEDIUM,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,WEEKEND,0,0,0,32,64
WH-02648,LIVE_URL,SAAS,555949,3540,16.34,964.06,1966.68,346.1,18.4,79.6,1,1,MEDIUM,HIGH,1,990,1,0,MEDIUM,BEGINNER,99.95,1,WEEKEND,1,0,0,32,64
WH-02649,PLANNED,INTERNAL_BUSINESS,157,2,4.66,0.16,0.21,26.53,62.9,,0,0,MEDIUM,MEDIUM,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,EVENING,0,0,0,2,4
WH-02650,NEW_IDEA,ECOMMERCE,639352,248,14.7,60.76,162.23,17.35,14.6,,0,0,MEDIUM,MEDIUM,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,8,16
WH-02651,LIVE_URL,CORPORATE,16103,50,3.66,3.05,3.87,13.13,37.5,,0,1,LOW,LOW,0,0,1,0,MEDIUM,ADVANCED,99.9,0,NORMAL,0,1,0,2,4
WH-02652,NEW_IDEA,BLOG,37146,26,3.47,1.5,3.08,11.87,56.4,,0,1,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,1,1,2,4
WH-02653,LIVE_URL,SAAS,180788,3908,20.21,1316.34,2316.77,587.12,127.3,57.9,1,0,HIGH,HIGH,1,2265,1,0,RAPID,BEGINNER,BASIC,0,WEEKEND,1,1,1,32,64
WH-02654,LIVE_URL,MARKETPLACE,725764,4371,17.51,1275.6,2946.64,180.78,84.2,72.7,1,0,HIGH,HIGH,0,0,0,0,SLOW,BEGINNER,99.9,0,SEASONAL,0,1,0,32,64
